queue_id,capture_date,broad_category_slug,sub_category,micro_niche,keyword,rank,shop_name,product_title,price,currency,sold_count,review_count,rating,product_url,shop_url,video_flag,live_flag,notes,tiktok_search_url,tiktok_tag_url,google_shop_query_url
KW-0026,2026-05-10,automotive,Air and comfort,Diffusers and shades,sun shade,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=sun+shade,https://www.tiktok.com/tag/sun-shade,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sun+shade%22+Malaysia
KW-0026,2026-05-10,automotive,Air and comfort,Diffusers and shades,sun shade,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=sun+shade,https://www.tiktok.com/tag/sun-shade,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sun+shade%22+Malaysia
KW-0027,2026-05-10,automotive,Cleaning,Detailing cloths and tools,car cloth,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=car+cloth,https://www.tiktok.com/tag/car-cloth,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22car+cloth%22+Malaysia
KW-0027,2026-05-10,automotive,Cleaning,Detailing cloths and tools,car cloth,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=car+cloth,https://www.tiktok.com/tag/car-cloth,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22car+cloth%22+Malaysia
KW-0027,2026-05-10,automotive,Cleaning,Detailing cloths and tools,car cloth,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=car+cloth,https://www.tiktok.com/tag/car-cloth,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22car+cloth%22+Malaysia
KW-0028,2026-05-10,automotive,Cleaning,Detailing cloths and tools,cleaning gel,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=cleaning+gel,https://www.tiktok.com/tag/cleaning-gel,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+gel%22+Malaysia
KW-0028,2026-05-10,automotive,Cleaning,Detailing cloths and tools,cleaning gel,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=cleaning+gel,https://www.tiktok.com/tag/cleaning-gel,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+gel%22+Malaysia
KW-0028,2026-05-10,automotive,Cleaning,Detailing cloths and tools,cleaning gel,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=cleaning+gel,https://www.tiktok.com/tag/cleaning-gel,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+gel%22+Malaysia
KW-0029,2026-05-10,automotive,Cleaning,Detailing cloths and tools,detailing brush,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=detailing+brush,https://www.tiktok.com/tag/detailing-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22detailing+brush%22+Malaysia
KW-0029,2026-05-10,automotive,Cleaning,Detailing cloths and tools,detailing brush,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=detailing+brush,https://www.tiktok.com/tag/detailing-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22detailing+brush%22+Malaysia
KW-0029,2026-05-10,automotive,Cleaning,Detailing cloths and tools,detailing brush,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=detailing+brush,https://www.tiktok.com/tag/detailing-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22detailing+brush%22+Malaysia
KW-0030,2026-05-10,automotive,Motorcycle accessories,Helmet and mount accessories,bike mount,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=bike+mount,https://www.tiktok.com/tag/bike-mount,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bike+mount%22+Malaysia
